process_count,arrival_rate,burst_mean,burst_variance,short_job_ratio,priority_mean,priority_variance,io_frequency,io_cpu_ratio,profile,seed,label,score_fcfs,score_sjf,score_round_robin,score_priority,score_priority_rr
12.0,1.2,7.416666666666667,8.243055555555555,1.0,2.5,1.5833333333333333,2.1666666666666665,1.5056179775280898,interactive,420000012,FCFS,0.12277045298510599,0.20968633211737361,0.1343966486324848,0.33303085299455537,0.8288590604026845
12.0,1.0,9.083333333333334,6.743055555555555,1.0,3,1.8333333333333333,2.9166666666666665,1.4036697247706422,interactive,420000013,Round Robin,0.07751002643332422,0.1854901558654635,0.057013945857260044,0.2767140468227425,0.8333333333333333
12.0,0.9230769230769231,8.333333333333334,12.722222222222221,1.0,2.5,2.25,2.5,1.32,interactive,420000014,SJF,0.08439089127024717,0.051636302294196995,0.08057026787199821,0.2868809272918862,0.7947530864197532
12.0,1.0909090909090908,7.833333333333333,15.972222222222221,1.0,2.9166666666666665,1.0763888888888888,2.3333333333333335,1.3404255319148937,interactive,420000015,Round Robin,0.13386071927818022,0.14330003127817334,0.0755813953488372,0.3052034250392664,0.7868852459016393
12.0,0.8571428571428571,8.416666666666666,10.909722222222221,1.0,3.4166666666666665,2.076388888888889,2.3333333333333335,1.4752475247524752,interactive,420000016,SJF,0.08717755365579005,0.03129890453834117,0.051307847082494966,0.29621809309309305,0.7876344086021505
12.0,0.8571428571428571,9.083333333333334,12.409722222222221,1.0,3,1.8333333333333333,3.0833333333333335,1.5688073394495412,interactive,420000017,SJF,0.10539938454567765,0.0848501062646209,0.13711005320914257,0.28867524784138154,0.8138297872340425
12.0,1.3333333333333333,8.416666666666666,10.57638888888889,1.0,2.9166666666666665,1.4097222222222223,2.5,1.5742574257425743,interactive,420000018,SJF,0.08968990612804559,0.06800396423751685,0.08617234468937879,0.33271699921582293,0.8078947368421052
12.0,1.0,9.666666666666666,9.88888888888889,1.0,3.6666666666666665,1.7222222222222223,2.8333333333333335,1.5344827586206897,interactive,420000019,SJF,0.11207834930028082,0.09469173101942861,0.10917925247215039,0.25436975436975434,0.8207364341085271
12.0,0.8,10,15.5,1.0,3,2.3333333333333335,3.0833333333333335,1.55,interactive,420000020,Round Robin,0.10530555128106486,0.08324162687539001,0.08083596214511041,0.28976270795374204,0.7888719512195121
12.0,0.9230769230769231,8.666666666666666,21.88888888888889,1.0,2.75,2.5208333333333335,2,1.0769230769230769,interactive,420000021,Round Robin,0.14165501854738993,0.15449438202247187,0.08289144462490665,0.2941626794258373,0.7780898876404494
12.0,0.8571428571428571,8.833333333333334,8.305555555555555,1.0,3.75,2.1875,2.4166666666666665,1.5471698113207548,interactive,420000022,Round Robin,0.07131256603921261,0.09988396312370923,0.06030603060306031,0.3071558520315342,0.8502415458937198
12.0,0.8571428571428571,7.833333333333333,19.13888888888889,1.0,2.6666666666666665,1.8888888888888888,2.1666666666666665,1.4680851063829787,interactive,420000023,Round Robin,0.17551305166649891,0.12241367176090956,0.09967845659163987,0.36524150467297,0.7838709677419355
12.0,0.75,9.333333333333334,16.055555555555557,1.0,3.25,1.8541666666666667,2.6666666666666665,1.3214285714285714,interactive,420000024,SJF,0.1346057832327855,0.0688403875243436,0.08947368421052633,0.2760177411690163,0.8003952569169961
12.0,1.0909090909090908,8.916666666666666,13.57638888888889,1.0,2.75,1.1875,2.4166666666666665,1.3738317757009346,interactive,420000025,Round Robin,0.10618689908669204,0.13245614035087716,0.07291280301344344,0.3026234138191655,0.7763157894736842
12.0,1.0909090909090908,7.75,14.354166666666666,1.0,3.75,2.3541666666666665,2.1666666666666665,1.2580645161290323,interactive,420000026,Round Robin,0.12320672712516559,0.09933774834437085,0.09432480144554448,0.3074565785092101,0.8460264900662251
12.0,1.0,8.333333333333334,7.722222222222222,1.0,3.9166666666666665,1.0763888888888888,2.5833333333333335,1.71,interactive,420000027,Round Robin,0.08574665635017135,0.2134289120567568,0.08539766383803085,0.2757499126765182,0.8539156626506024
12.0,0.6666666666666666,7.833333333333333,23.305555555555557,1.0,3.1666666666666665,2.9722222222222223,2.1666666666666665,1.2446808510638299,interactive,420000028,Round Robin,0.14120583984817092,0.21179963124490303,0.12795986249648508,0.3639333187792259,0.8322784810126582
12.0,1.0909090909090908,9,8.833333333333334,1.0,3,2.6666666666666665,2.9166666666666665,1.4351851851851851,interactive,420000029,Round Robin,0.07097828043246301,0.12206547335631861,0.046511627906976744,0.27643876045253324,0.7947761194029851
12.0,1.5,7.666666666666667,15.555555555555555,1.0,2.5833333333333335,2.2430555555555554,2.0833333333333335,1.2717391304347827,interactive,420000030,Round Robin,0.16917805571127567,0.15007292521259002,0.11045523710794153,0.28827756053940645,0.782122905027933
12.0,0.8571428571428571,9.083333333333334,9.243055555555555,1.0,3.0833333333333335,2.576388888888889,2.9166666666666665,1.6422018348623852,interactive,420000031,SJF,0.09833524571994835,0.07423754449558628,0.08259717314487633,0.27684677078936265,0.8154981549815499
