profile,seed,oracle,selected,correct,regret,inference_ms,score_fcfs,score_sjf,score_round_robin,score_priority,score_priority_rr,max_wait_fcfs,max_wait_sjf,max_wait_round_robin,max_wait_priority,max_wait_priority_rr,switch_time_fcfs,switch_time_sjf,switch_time_round_robin,switch_time_priority,switch_time_priority_rr
mixed,20264000080,Round Robin,Round Robin,1,0.0,0.06420799991246895,0.1652619122808928,0.14631043256997453,0.08880171184022823,0.33407504250824704,0.7735368956743003,90,104,104,102,220,0,0,0,0,118
mixed,20264000081,Round Robin,Round Robin,1,0.0,0.06333400006042211,0.20958072869793778,0.15007012622720897,0.11194029850746268,0.39291589670694144,0.7780504908835905,125,116,120,131,267,0,0,0,0,135
mixed,20264000082,Round Robin,Round Robin,1,0.0,0.09991599972636322,0.22349964674109163,0.1431654546311757,0.12112982074959264,0.321174703116777,0.7666083916083917,125,124,123,134,264,0,0,0,0,141
mixed,20264000083,SJF,Round Robin,0,0.00017476660818169232,0.07554199964943109,0.3690535314187812,0.1306875631951466,0.1308623298033283,0.3743473442016571,0.7512639029322548,175,159,160,187,349,0,0,0,0,174
mixed,20264000084,Round Robin,Round Robin,1,0.0,0.06791700025132741,0.2427855666190767,0.16071428571428573,0.11422764227642275,0.3363296502155427,0.7624223602484472,167,186,180,185,393,0,0,0,0,207
mixed,20264000085,Round Robin,SJF,0,0.012554150060648084,0.06462500005000038,0.32442959981143515,0.1295977011494253,0.1170435510887772,0.38594243164849007,0.7520114942528735,210,189,189,218,441,0,0,0,0,231
mixed,20264000086,Round Robin,Round Robin,1,0.0,0.06320800002868054,0.3367352990818658,0.1609375,0.14680473026283347,0.33885627642632327,0.75,237,231,231,253,467,0,0,0,0,236
mixed,20264000087,Round Robin,Round Robin,1,0.0,0.06254199979593977,0.2514885332940304,0.18552631578947368,0.12572303504593396,0.3114089182092309,0.7567982456140351,219,215,213,232,459,0,0,0,0,246
mixed,20264000088,SJF,Round Robin,0,0.03356288258208126,0.06104200019763084,0.3801586922567919,0.10416666666666666,0.13772954924874792,0.47365454523217465,0.764102564102564,134,148,135,149,302,0,0,0,0,154
mixed,20264000089,Round Robin,Round Robin,1,0.0,0.0607920001129969,0.2517678079805802,0.13007900677200904,0.12163395709721589,0.3418585353900947,0.7542325056433409,164,156,156,174,354,0,0,0,0,184
mixed,20264000090,Round Robin,Round Robin,1,0.0,0.08416699984081788,0.3105279315858006,0.16282498644062168,0.13043478260869565,0.3948826638492447,0.7542471042471042,274,239,237,283,549,0,0,0,0,286
mixed,20264000091,SJF,Round Robin,0,0.027497962960405506,0.06287500036705751,0.320600605744123,0.11522048364153627,0.14271844660194177,0.4598335263833177,0.7660028449502134,135,115,115,150,256,0,0,0,0,141
mixed,20264000092,Round Robin,Round Robin,1,0.0,0.06450000000768341,0.42440498715845737,0.1946064139941691,0.14796380090497735,0.33871603827701297,0.7620262390670554,174,164,165,198,352,0,0,0,0,188
mixed,20264000093,Round Robin,Round Robin,1,0.0,0.06787500024074689,0.3067461480233438,0.14926470588235294,0.14236111111111113,0.3470276394077764,0.7553308823529412,259,223,223,259,469,0,0,0,0,246
mixed,20264000094,SJF,Round Robin,0,0.006054033316461871,0.06062500006009941,0.363457205185047,0.1238361266294227,0.12989015994588457,0.3430257825895987,0.7653631284916201,130,136,137,154,288,0,0,0,0,152
mixed,20264000095,SJF,Round Robin,0,0.02637900563723268,0.060708000091835856,0.26574116729382913,0.0951417004048583,0.12152070604209098,0.37349323537969153,0.771255060728745,102,102,102,112,222,0,0,0,0,120
mixed,20264000096,Round Robin,Round Robin,1,0.0,0.060166999901412055,0.291805635391089,0.15938661710037175,0.12706456456456455,0.39687063558208935,0.7527881040892193,218,194,195,220,448,0,0,0,0,227
mixed,20264000097,SJF,Round Robin,0,0.022640929095758308,0.059749999763880624,0.2724838366072977,0.09471066907775767,0.11735159817351598,0.41156643069879545,0.7624321880650995,183,167,167,182,375,0,0,0,0,206
mixed,20264000098,Round Robin,Round Robin,1,0.0,0.09720799971546512,0.2680498213468703,0.19691265060240964,0.13607594936708858,0.3575469825653506,0.7605421686746988,142,142,143,160,318,0,0,0,0,162
mixed,20264000099,Round Robin,SJF,0,0.019828656821947066,0.07383299998764414,0.39009362670620806,0.1766448777020161,0.15681622088006902,0.3587144089732528,0.770042194092827,223,211,209,241,431,0,0,0,0,221
mixed,20264000100,Round Robin,Round Robin,1,0.0,0.06579099999726168,0.4255248567231773,0.17415048543689324,0.1599686034867898,0.31255779514603044,0.796116504854369,107,119,111,129,244,0,0,0,0,125
mixed,20264000101,Round Robin,Round Robin,1,0.0,0.06287499991231016,0.27427510317522413,0.18468045112781953,0.14383954154727796,0.37970575456096406,0.7659774436090225,119,121,124,133,270,0,0,0,0,141
mixed,20264000102,Round Robin,Round Robin,1,0.0,0.06112500022936729,0.3352724011668208,0.12309941520467838,0.12158054711246202,0.3879453677022066,0.7511695906432749,195,185,187,203,422,0,0,0,0,231
mixed,20264000103,Round Robin,Round Robin,1,0.0,0.06170899996504886,0.24535358397080947,0.13180610889774236,0.12474849094567403,0.40049581656904476,0.7596281540504648,133,149,144,153,302,0,0,0,0,157
